Train_ID,Clean_Label,Noisy_Label,is_noisy,Training_Loss
1,1,1,0,0.25556928
2,1,1,0,0.68896943
3,1,1,0,0.97114676
4,1,1,0,0.25553226
5,1,1,0,0.25688413
6,0,0,0,0.6081714
7,0,0,0,0.9341434
8,1,1,0,0.25630033
9,0,0,0,0.25766572
10,1,0,1,1.4894537
11,0,0,0,1.0066898
12,0,1,1,1.5813901
13,1,1,0,1.022216
14,0,1,1,1.5773067
15,1,1,0,0.5952923
16,0,0,0,0.23116392
17,0,0,0,0.23056017
18,0,0,0,0.60005504
19,1,1,0,0.25553226
20,0,0,0,0.22990632
21,1,1,0,0.83881116
22,0,0,0,0.23106459
23,0,0,0,1.1191883
24,0,0,0,0.23014146
25,1,1,0,0.28388315
26,1,1,0,0.25553226
27,0,0,0,0.23110567
28,1,1,0,0.25553226
29,1,1,0,0.82589024
30,1,1,0,0.25553226
31,1,1,0,0.2565773
32,0,1,1,1.2280781
33,0,0,0,0.23026933
34,1,1,0,0.2562229
35,1,0,1,0.9273312
36,1,0,1,1.4894537
37,1,1,0,0.2555662
38,0,1,1,1.5783962
39,0,0,0,0.5619353
40,0,1,1,1.580356
41,0,0,0,0.28786993
42,1,1,0,0.6289942
43,1,1,0,1.0246005
44,1,1,0,0.35568985
45,0,1,1,1.583534
46,1,1,0,0.4538265
47,1,1,0,0.5254762
48,1,0,1,0.7601058
49,1,1,0,0.25553226
50,0,1,1,1.5796641
51,0,0,0,0.57368374
52,1,1,0,0.2560643
53,0,0,0,0.23094149
54,0,0,0,0.5134291
55,0,0,0,0.65082705
56,1,0,1,1.48943
57,0,0,0,0.8426486
58,0,0,0,0.2311276
59,1,1,0,0.31457463
60,0,0,0,0.23116612
61,0,0,0,0.23032396
62,1,1,0,0.25553226
63,0,1,1,1.5768552
64,0,0,0,0.35426062
65,1,0,1,1.4894537
66,1,1,0,0.25553226
67,1,0,1,0.7451807
68,1,1,0,0.25620565
69,1,1,0,0.25576305
70,1,1,0,1.4112008
71,1,1,0,0.25553226
72,1,1,0,1.3434252
73,1,1,0,0.25553226
74,0,1,1,0.85309905
75,1,1,0,0.25553226
76,1,1,0,0.25553226
77,1,1,0,0.25553226
78,0,0,0,0.23054957
79,0,0,0,0.39500844
80,1,1,0,0.2559389
81,0,1,1,1.191696
82,0,0,0,0.5671685
83,1,1,0,0.6885032
84,0,0,0,0.49435905
85,1,1,0,0.73301417
86,0,0,0,1.1483516
87,0,0,0,0.23412856
88,0,1,1,1.5763991
89,1,0,1,1.487453
90,0,0,0,0.3371496
91,0,0,0,0.43618253
92,1,1,0,0.84218323
93,1,1,0,0.25702688
95,1,1,0,0.27947897
96,0,1,1,0.5851505
97,1,1,0,1.7121094
98,0,0,0,0.23121755
99,1,1,0,0.25553226
100,1,1,0,0.25553226
101,0,0,0,0.23027895
102,0,0,0,0.23070894
103,1,1,0,0.95959604
104,1,1,0,0.2563934
105,0,0,0,0.90151453
106,1,0,1,0.64592314
107,0,1,1,1.3007212
108,1,1,0,0.25621727
109,1,1,0,0.25553226
110,0,0,0,1.0490637
111,0,1,1,0.6815954
112,1,1,0,0.44677666
113,1,1,0,0.25553226
114,0,0,0,0.23072799
115,1,1,0,0.5866262
116,0,1,1,0.9573474
118,0,0,0,0.23217465
119,0,0,0,0.65047055
120,0,0,0,0.23097612
121,0,0,0,0.23171768
122,1,1,0,1.1577041
123,0,0,0,0.23105977
124,1,1,0,0.25619125
125,1,0,1,1.3218665
127,0,0,0,0.8841468
128,1,1,0,0.4398853
129,1,1,0,0.7273139
130,1,1,0,0.46016783
