feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label,id
1.7092890787613442,0.06767447696245132,-2.1466176602711817,-0.608069736310024,-2.6822360957191735,-2.9137269875101914,0.8974239343918888,0.3668082350201951,1.9625139816394672,1.696855714952692,1,2680
2.883047111430713,1.0020611583380508,-0.6712953745572982,-5.149647608623705,-3.795040593341812,0.04863918505145204,0.27941850826679104,2.7890514267005946,1.948570149858916,3.1332543912938884,0,16082
2.9571533153399194,0.10907541862708081,-2.836463201361572,-0.2861611337142995,-1.800148775446232,-1.6948239458527627,2.3180692989673766,2.2404324804961213,4.587205088115709,0.09144592230978454,1,3256
1.865875012134285,-1.2262041327857576,0.10102310463551967,-1.9952970185359478,-0.7609341196515833,-3.8942093273003677,1.3202586818589048,2.5873249120523027,2.5351613805954334,1.994504089510051,0,1002
-4.512412265547324,-1.4781537017964834,-1.2196864505859857,-3.806118619030526,1.5810327728462816,-2.1096562993840964,-0.600415157309169,-2.208134381046129,-1.2581403167116085,0.08319610969035462,0,5141
-0.6803142855633397,-1.738118801091857,-1.6086956215933625,1.0071555846345817,-1.0673587897634946,1.2889400754380471,0.6472661765644685,-0.6281475559790477,2.92518935399894,-1.4605439297183334,1,7409
-2.7664569442939033,1.009877199448722,2.450785658738905,-0.6125331173923634,4.283276561910694,3.1064148493700876,2.337814021463709,-1.1088812447545973,-3.9616604297509745,-3.7455752607579984,1,10903
0.6463749491031897,0.46703472792459344,-0.6156439784109744,-2.121739487270493,-2.4272742509153513,-4.043967973072972,-2.111100151457819,2.0513422086158717,4.079604107801851,2.348002830686244,0,14612
1.272779120055286,-2.1904438190479123,0.14900477069385043,-2.783319542682462,-0.5926632365664047,-3.440075477948983,3.8705195978965543,5.323760060570631,-1.2737779149425332,1.4834999466456062,0,12793
-2.7614291215659,8.581263930240723e-05,2.890501525881614,2.8187656116861124,1.9344152486691608,-0.8805793150336756,0.19207392913328314,0.514185444454438,-2.950094677980773,-1.9124518174344716,1,5028
-3.6579200988237703,-2.8754291905761806,0.8296971735064534,0.40200877925909495,0.8744621732151483,-1.3060260326776412,-0.4111693073825171,2.0124899869256194,-1.760406042198384,-2.937510515448982,0,15938
0.9586899603380807,-3.4388832682883477,-1.1762755805793983,0.9436587123244999,-4.819313223338533,-0.3252661351210697,-4.434776276207078,-1.7229166112238747,2.469805245216537,3.8405205218975875,0,6934
-0.6239242298248937,4.041852146950007,1.9076477737605604,2.3756921776009046,2.6224552728927533,2.2372416440947456,0.3382734374229148,0.508450321996047,-0.6771177445571268,-1.3365955334418547,1,13023
