feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label,id,clean_label,is_noisy,noisy_label
-0.31873346843528894,5.396442235785553,1.4140608697869057,3.356326853675281,2.364600784546032,2.3428640017553777,0.20759794286502098,0.9732674380796258,1.528003199574342,-0.05000428086306785,1,12161,1,0,1
3.344965705126529,2.4248585148945105,5.095401831296666,1.8366016630991102,-0.5994445293687582,0.6117800068659778,0.22419078620051036,-4.64137806407596,-3.116159336299779,-7.4428114288038465,1,5633,1,0,1
2.6671416903059604,-2.0904420635445757,-1.6413943757583753,-2.6874885876789403,0.013207254215995778,5.190774420334706,1.2262769833913119,-2.1415674211462985,-0.12053169622569637,-1.2626924655507532,1,10987,1,0,1
1.916675494272853,-2.365889816752573,-1.4521748230952307,-1.8755519395582645,-0.11363182664429683,3.4943006446601723,0.6526240310061547,-1.4620215093224544,-0.36087881049091286,-3.7281127229194206,1,4264,1,0,1
-0.025394356154108122,4.375837265789695,1.2554398451838118,1.6255918286447966,-1.1830514452662295,4.534314625799517,5.316917887950124,-1.4313002581160408,-1.4421109533803755,-4.7873682361068575,1,8390,1,0,1
-0.1257643676100697,5.009139047272334,-8.197879307635418,-5.072593923125286,-5.585067656441632,-0.8535416618364837,2.5865352283602503,-0.8443109844675734,2.7666269986808896,2.190461038500782,0,4304,0,0,0
0.31192875711101653,2.286629059345736,0.09018977930391947,-0.05117280753912756,0.2820735684736273,1.2064958628186928,6.414458993070455,4.126284878989687,-2.728224282265791,-0.7967727335740133,0,976,0,0,0
2.495973455306717,-1.71771621227948,-3.84059711723513,0.7398964329692874,-0.8489626993944578,-1.97702895647528,1.623195843951003,-0.2768177365273683,3.8689674665376224,-1.633700378177088,1,10217,1,0,1
4.03463101356034,-1.4085272428153424,-1.649818226140441,-0.7434861967573057,-0.5875117275189333,-4.014657905878984,-2.6009117541755575,2.2220643282148713,2.253395123827756,4.634541096691187,0,10423,0,0,0
-2.3725819302188214,0.9298387395889858,0.5098433349048542,1.7430036921124272,2.832808948646638,0.6559290653156575,1.4749175530062257,-0.7382037349413719,-0.7249936978203123,-0.7843377916199236,0,10525,1,1,0
