id,label
12044,1
4156,1
7835,1
8046,0
11784,1
10745,0
606,0
16070,1
2400,1
8317,0
15555,0
12739,1
5929,0
10218,0
12895,0
12904,1
8448,0
13255,0
8596,0
289,1
15710,0
9476,0
1212,0
11899,0
15487,0
13109,1
5498,0
5521,1
2924,0
15395,1
10110,0
11903,0
7025,0
16113,1
12795,1
15501,0
6022,1
1709,1
15078,0
5084,1
7988,0
6153,0
16033,0
15713,0
11800,1
1813,1
14720,0
14113,0
13146,0
15681,1
11930,0
8261,0
13504,0
203,0
9486,0
2195,1
46,0
7296,0
15414,1
15573,1
15215,0
14596,1
1509,0
8043,0
11801,0
6025,1
2930,0
3509,0
6381,0
9514,1
11674,1
6264,0
9054,1
5840,0
12616,1
7309,0
10791,1
15569,0
15536,0
1234,0
3206,1
3960,1
10282,0
1592,0
1927,1
4605,1
16224,0
14764,0
16248,1
3727,0
14656,1
4542,0
8268,0
3269,1
9746,0
10265,0
9425,0
504,0
12689,0
1307,0
9739,1
709,0
12190,0
16080,0
2592,1
5648,0
9048,0
10701,0
14455,0
2921,0
7517,0
15528,0
9313,0
15732,1
15983,0
4579,0
13241,1
13213,0
11715,1
9990,1
8916,1
14700,0
8321,0
5423,0
172,0
703,1
6668,1
14904,0
10805,0
7272,1
12208,0
4690,0
5343,0
1090,0
15764,1
70,1
3051,0
3392,0
2018,0
12851,1
10112,1
6456,1
7313,0
12909,0
12898,1
2333,1
9204,0
14420,0
814,0
7334,1
8158,1
1425,1
15036,0
9078,0
3731,0
3948,0
155,0
14081,0
282,0
1862,0
13993,0
9322,1
1998,0
6733,0
16294,0
8232,0
1348,1
1354,1
2971,0
4032,0
9319,1
9917,1
13865,0
8970,1
1296,0
6612,1
14490,0
2355,1
6812,0
14443,0
3955,0
14710,0
16157,0
3138,0
14197,1
10998,0
5366,1
4571,0
7332,0
15267,1
5583,0
8611,0
1250,1
11861,0
10897,1
816,0
3493,1
12121,0
7573,1
2546,1
6352,1
16443,0
5511,0
15866,0
9483,0
9072,0
2511,0
2386,1
1628,0
6399,0
11528,0
4822,0
11381,0
6106,1
2938,0
7603,0
1168,0
9083,0
5139,0
7101,0
3056,1
8634,0
10672,0
13311,1
2175,1
15425,0
12071,1
5028,1
14032,0
7374,0
2344,0
5115,1
8128,0
11769,0
11723,1
12775,0
2564,0
9824,0
10504,1
14853,1
8615,0
3087,0
1499,1
4162,1
6979,1
12683,0
8220,1
4992,0
1493,0
7118,1
15693,1
1293,1
13736,0
8545,1
801,1
10466,0
154,0
3759,1
2164,0
5843,0
15439,0
2806,0
8731,0
12022,1
11588,0
6784,0
15815,0
16100,0
10707,1
3127,0
11658,0
4928,1
4914,0
12902,0
1864,0
8935,1
8854,0
8698,1
16240,1
3361,0
3579,0
8098,1
655,0
16161,0
12232,1
9870,0
14355,0
13809,0
1405,0
6475,0
14204,0
11481,0
1596,1
9495,0
13769,0
7830,1
13787,1
13268,1
1098,1
871,0
16274,1
14874,0
7139,0
2737,0
624,1
10156,0
6225,0
3952,0
2367,0
14198,0
11539,1
13564,0
2654,0
11618,1
16394,0
8628,0
5515,1
7652,1
693,1
5769,0
1327,0
16264,0
3633,0
11926,0
10747,1
4079,0
3366,0
11687,0
11431,1
3921,0
5725,0
10884,0
7657,0
3080,0
15821,1
3758,1
13296,0
9729,0
6450,0
12684,0
9333,0
7325,0
3577,0
11076,0
12884,0
4892,1
12171,1
5506,0
10209,0
14213,0
8369,0
9666,0
11672,0
5430,0
2496,0
6909,0
424,0
3764,0
4509,0
2716,1
13533,0
12855,0
6989,0
11506,0
9278,0
392,0
3849,0
3527,0
8512,0
12375,0
16051,1
7194,1
1600,0
12011,0
8838,0
7105,0
12869,0
5359,1
12507,0
9218,0
4399,0
14000,0
200,1
456,0
638,0
7190,0
2515,0
15021,0
15552,0
8680,0
9918,0
4638,1
5318,0
14775,0
11532,0
13287,1
11640,1
13024,0
6213,0
3284,0
10778,0
10688,0
8140,0
6614,0
4618,1
10402,1
1717,0
15273,0
12690,1
16053,0
8874,0
9363,0
8981,0
2232,1
4320,1
10792,1
13351,1
8553,0
15972,1
15109,0
12397,0
7928,0
8058,1
15772,0
11818,0
10216,0
4034,1
3265,0
11819,0
13500,0
8159,0
2862,0
13341,0
919,0
13937,1
15325,1
8092,1
3041,0
935,0
16303,0
7962,1
5678,0
4353,0
7674,0
1697,1
6319,0
5519,0
10783,1
5770,0
6513,0
7534,1
1966,1
15827,0
14504,0
6373,0
8562,0
13136,0
5369,1
5238,0
7918,0
6310,0
14046,0
549,0
6386,1
12785,0
7275,0
11902,0
4845,1
13998,0
4909,0
3254,0
15981,0
10315,0
6887,0
1014,1
2369,0
4935,0
2901,0
7213,1
11272,0
7590,0
6790,0
10314,0
9608,0
9338,1
12421,1
2784,1
12573,0
1699,1
4329,0
13745,0
15029,1
3151,1
15084,0
13242,0
902,0
1777,1
7581,0
7150,1
11560,0
11276,1
12280,0
11319,0
13868,0
16192,0
4664,0
14232,0
10654,0
13153,0
1975,0
14827,1
7462,0
2713,0
6290,0
7844,0
1446,1
7185,1
5764,0
13010,0
1364,1
4245,1
14040,1
158,0
11579,1
13887,1
14603,0
3315,0
971,0
8517,0
12346,0
6747,1
14532,1
13110,0
8855,1
15725,0
2877,1
8021,1
11809,0
12994,0
1894,1
6485,0
6388,0
1519,0
14563,0
2522,0
3512,0
7182,0
7479,1
14704,0
10753,0
13921,0
6234,0
13597,1
14535,0
12266,1
5761,0
15287,0
8260,0
7197,0
16181,1
1981,1
7837,1
9564,0
6703,1
6507,1
4947,0
5268,0
6690,0
7809,0
8246,1
15626,0
9886,1
15721,0
7863,0
9230,0
10725,0
635,0
10911,0
15456,1
554,1
6322,0
8805,1
3845,0
8389,0
3027,1
12946,0
8439,0
3643,0
962,0
11545,0
7727,1
9281,0
10016,1
15428,0
28,0
11593,0
8390,0
15822,0
15687,0
15649,1
3470,0
12275,0
3026,0
5137,0
4699,1
11416,0
11443,0
10918,1
15201,1
5792,1
9835,1
11549,0
5748,0
8687,0
10748,0
8558,0
9212,0
10312,0
10049,1
16381,1
5484,0
4740,0
3213,1
14559,0
2653,1
10092,0
13955,0
2954,1
6830,0
8101,0
12603,1
5008,0
13876,0
13487,0
8719,0
10384,0
6819,0
12260,1
7098,0
2831,1
9259,0
14069,0
4663,0
8891,1
6,0
8129,0
10604,1
13174,0
16156,0
11261,0
894,0
5569,1
6466,0
12560,0
13897,1
2979,0
12564,0
8587,1
6795,0
3847,1
12368,0
6231,0
13853,0
8464,0
6685,1
6825,1
90,1
1440,0
15458,0
11729,1
2644,1
9429,0
8148,1
5599,1
9995,0
43,0
10008,0
9678,0
12556,1
12489,0
4805,1
2545,0
9932,0
16223,0
12052,0
9741,1
9069,0
14238,0
3396,0
11543,0
11714,0
13807,1
7752,1
16075,0
13806,1
8118,1
8735,0
8987,0
13208,0
11032,0
5327,1
8952,0
847,0
10088,1
10123,0
7854,0
8572,1
15846,0
11548,1
2533,0
7507,0
7127,0
10771,1
2988,0
3990,0
15064,1
2058,1
1681,0
4989,0
3212,0
3142,0
14594,1
7711,0
5393,0
15975,0
9239,0
11052,0
7179,0
8594,0
5340,0
4155,1
9579,1
2425,0
14691,1
6695,1
10242,1
2808,0
12692,0
16014,1
1319,0
5623,1
8349,1
14988,1
2636,0
11901,0
16397,1
13197,0
9790,0
14899,0
8023,1
14095,0
13309,0
15075,1
1802,0
11494,0
2611,0
1667,0
3608,0
3627,1
11737,0
6912,0
13417,0
12317,0
1174,0
4290,0
1105,0
16068,0
3519,0
5684,1
291,1
5051,1
13538,1
12097,0
1731,0
1506,0
9368,0
6871,0
3677,0
12483,1
10668,0
12719,0
6482,1
2404,0
11206,0
8575,0
2622,1
12041,0
9839,0
7406,1
11170,0
14756,0
12200,0
10286,0
3927,1
2270,0
13929,0
1455,0
16232,0
3825,0
5514,0
4649,0
641,1
12426,1
5090,0
10291,0
11984,0
3358,0
4248,0
13127,0
4064,0
5721,0
13331,0
2002,0
9749,0
3891,0
14246,1
1161,0
11661,0
15447,1
9930,1
7747,0
7228,0
3696,0
3642,0
3868,1
10926,0
12841,0
3954,0
7545,0
1736,0
325,0
14063,1
5938,0
4798,1
6417,0
586,0
12278,0
10511,1
12503,0
7099,1
15045,0
15017,1
11808,0
1666,0
2706,0
10855,0
5754,0
4293,0
13967,0
7811,0
12292,1
9762,0
6769,1
7559,0
937,0
12530,0
5271,0
9516,0
11513,0
2403,0
6629,0
10782,0
2714,1
8450,1
9915,0
6438,0
7612,1
11660,0
2047,0
2572,1
10809,0
11099,0
14425,1
5658,0
1162,0
6361,0
12002,0
1377,1
11730,1
15365,1
3305,1
14770,1
2909,0
13935,1
2809,0
12268,0
1986,0
12287,0
11915,0
8577,0
11625,0
2439,0
4184,0
14383,0
6383,0
5882,0
8759,0
9499,0
7057,0
4890,0
14940,0
7442,0
9675,0
1378,0
5055,1
8086,1
13133,0
12675,0
6411,0
5380,0
14123,0
16244,0
16451,0
5956,0
8559,1
2968,0
1897,0
6545,1
14771,0
12515,0
5695,0
12182,0
14803,1
4407,1
12007,0
6716,1
14368,0
12285,1
13821,1
5715,0
11178,0
14742,0
3467,0
15407,1
8,0
9991,0
13180,1
8661,0
12536,1
10739,0
4806,1
7222,0
3217,0
13637,0
7706,0
192,0
16217,1
7045,1
4891,0
16043,0
1356,1
16404,1
11727,1
5303,0
4321,1
1954,1
8233,0
16481,1
16427,0
5352,0
9309,0
5578,0
14375,0
993,0
2067,0
14952,1
12803,0
6272,1
4251,0
10558,1
1132,0
16478,1
3729,0
12048,1
5480,0
14116,0
12543,0
11987,0
10127,0
8216,0
4462,1
14088,0
6113,0
9825,0
5535,0
6630,0
9275,0
9732,1
11671,0
906,0
2683,1
3400,1
7123,1
13794,1
1029,1
9222,1
12085,0
10197,0
15080,0
3665,0
12735,0
11961,0
12995,0
5070,0
2858,0
16028,0
1398,0
15643,0
63,0
9806,0
1768,0
2080,0
11868,0
8002,1
10448,0
1141,0
12445,1
15001,0
2600,1
