feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label,id,clean_label,is_noisy,noisy_label
-13.782908213275697,-6.132726563362051,14.15294270578055,-7.1379284695558045,2.798538187310651,-29.16443238460473,10.88778324878619,-6.063795842972407,19.086773881834898,-3.520991424778705,0,1,0,0,0
6.337057473602444,-5.3224895746266,-7.760765209466143,-6.599484202302779,11.619708433817639,-2.4474314808126962,-0.5255527996104643,7.558629026443498,5.793141950015463,2.989492246364074,0,2,0,0,0
-4.1624878528022515,8.50996262517755,6.350374795091543,1.877896020413961,8.781975971120307,-5.668238813028019,-15.248068804543992,4.155375637065653,1.6746098298904908,6.811080726386583,0,3,0,0,0
-0.7208918970347287,-0.2158429080013553,3.809480011764968,-4.197445842799705,2.975266450695676,-7.387153534083688,-14.208869052457445,0.45968345171750213,18.3843657524799,9.95759522433823,0,4,0,0,0
0.271038819166459,-1.5472049401549375,-0.651251484274959,-8.493556243578796,8.239804037779768,-5.990557666994025,-14.237139838414793,13.315084607058267,10.821372474809403,-3.7518869339374508,0,5,0,0,0
-7.032271188905103,0.7557379399884221,-2.053120556038896,3.689113958275464,0.16227889807150753,-4.640079985335965,1.8258850724707556,2.296567229254922,1.3085381970112984,-9.555097540188003,1,6,1,0,1
-8.465398540446234,-8.936231076112916,-0.6862680323582335,6.616944706638849,-16.93802846818622,-19.21342017815876,-7.318594223277881,-7.176853977493694,-1.5366599652790023,-8.298383054596739,1,7,1,0,1
3.479842626402302,-1.5418763869748915,3.871297863672746,7.879032571675296,-8.123649538938253,-8.517088647153809,-0.8751327201500358,-4.268590457514648,-0.9241554989815359,7.805989581720553,1,8,1,0,1
1.9174488594998653,-1.8893437819859669,-12.311035874090454,8.905145165651835,0.40848369794424366,-0.6443935077914844,5.019762385855023,-4.028811216040589,13.6236495533818,0.9776076903947106,1,9,1,0,1
-15.36104886445791,-17.818417982968143,2.2738569961484414,-4.135040678000701,6.375357800361943,-10.32986660128437,-7.82533443312554,-8.493210295085724,-1.3523238669211253,17.420640117183318,1,10,0,1,1
-6.913350891888321,0.3520066635551746,9.072013029438017,-1.2830534499050508,-13.559217880992119,-5.9289739421525764,-5.313190370602696,-8.647483574613194,3.8015014729136825,-12.901041481537607,1,11,1,0,1
9.91737578772018,-6.09300928008383,2.3154400473666144,-2.1033367671937544,-14.55316160584136,-7.1544631741109885,-11.771201537878799,-3.771643581494346,0.4126233303524458,-9.629437295500646,1,12,0,1,1
-3.219931289875004,6.913742588799975,-2.6315363321507785,11.297181379002742,3.7370221281928697,12.722046239450076,-6.034441944314736,-7.58570849618086,2.8365785569809887,2.9873000116164565,0,13,0,0,0
-0.3475618489067358,6.413258686751034,-2.3233806097008762,6.053693740850094,3.9652880084464126,10.188001098183296,6.2883888096527185,10.22999621935982,-0.5302950301990794,2.0165703643103563,0,14,1,1,0
3.285393977564695,3.653643701003811,12.393531099755023,5.253976672358068,4.417668809651042,-4.011540023690477,7.826395452518593,7.257682602589565,4.278956532801921,0.6178255743160594,0,15,0,0,0
6.564301431601862,-5.4270640659003195,4.974708029518274,-6.400649609159972,4.072454836439484,6.003206608483149,14.347815337246068,12.000450044340756,-3.0190901216928347,3.648655606580075,0,16,0,0,0
6.222045192473249,-11.361061887692758,13.788502294334348,10.9203519675411,-14.452745092508177,9.27328409855485,-0.5825902450971681,-6.1498128091492115,1.5321353707827274,-16.009431741047322,1,17,1,0,1
1.7476222526418912,-7.116803257514646,-12.674698705833071,5.588298961548668,-3.8536922402052127,-4.956006561194137,-15.2014222467122,2.5291418956104685,-15.019442543436277,11.579885310053195,0,18,0,0,0
2.9030953074257697,-4.183663589262354,11.373976657801485,-1.3026091062835015,4.8531124530580545,-3.7065759023231286,1.3928593188389984,17.03398077927813,-8.171818032267211,14.052059208837992,0,19,0,0,0
