Train_ID,Score
5782,0.03848370164632797
5970,0.03470011614263058
1617,0.03438251093029976
6339,0.03371035121381283
2433,0.03334128297865391
808,0.03323267959058285
158,0.03178280033171177
4960,0.03130819648504257
7218,0.030432529747486115
502,0.030299640260636806
4445,0.029300310648977757
4115,0.02928477805107832
2069,0.029154129326343536
5102,0.029141194187104702
3651,0.028706513345241547
3844,0.028640376403927803
3895,0.0283896392211318
2047,0.028224787674844265
3762,0.027260861359536648
7404,0.02716246247291565
5002,0.02708514127880335
1979,0.02684483304619789
1741,0.02637538220733404
1473,0.026355978101491928
5151,0.026329846121370792
4619,0.026326858438551426
3448,0.02619975246489048
251,0.025861799716949463
4047,0.025799517519772053
5700,0.025763513520359993
7688,0.025738227181136608
776,0.025567039847373962
6753,0.02526158280670643
4916,0.025224043056368828
714,0.025160678662359715
5633,0.024735954590141773
2821,0.024476725608110428
2031,0.024410786107182503
7922,0.0238958103582263
807,0.023696855641901493
7484,0.02346994075924158
7020,0.02342200931161642
6086,0.02332253474742174
7283,0.023306257091462612
4955,0.023041614331305027
2585,0.023041367530822754
4095,0.023007169365882874
1731,0.02297204826027155
4663,0.022897218354046345
1037,0.022862574085593224
4109,0.02280547097325325
6737,0.022701130248606205
3817,0.02268907241523266
7618,0.02233465015888214
6730,0.022308215498924255
5419,0.02221478894352913
4122,0.02221228927373886
5764,0.022144528105854988
4260,0.022132107987999916
6402,0.02206250187009573
4089,0.021905033849179745
2230,0.02180754579603672
4145,0.021663986146450043
1906,0.02138369530439377
6772,0.021338099613785744
690,0.021325367502868176
4308,0.021281535737216473
6441,0.021273406222462654
225,0.02126462012529373
928,0.02124051656574011
1167,0.021222773008048534
3935,0.02120332047343254
580,0.021173162385821342
3417,0.021114862523972988
6447,0.02097245119512081
939,0.020774884149432182
3641,0.020542715676128864
2368,0.020541521720588207
23,0.020506305620074272
6541,0.020481141284108162
4303,0.020470717921853065
2951,0.020458527840673923
7513,0.020363683812320232
2576,0.02022311557084322
658,0.02013389114290476
45,0.02006524335592985
33,0.019997009076178074
3514,0.019995766691863537
5294,0.019939273595809937
845,0.019935043528676033
6140,0.01988417748361826
3643,0.019806301221251488
3259,0.019787508994340897
632,0.019637877121567726
6198,0.019628243520855904
3811,0.019344386644661427
973,0.01927177794277668
5785,0.019239911809563637
1917,0.019169396720826626
4992,0.01913828495889902
4064,0.018880968913435936
4746,0.018842211924493313
7565,0.01882958970963955
6249,0.01882935967296362
5158,0.018696045503020287
2473,0.018608305603265762
246,0.018555846996605396
5030,0.01851921994239092
3255,0.018489978276193142
885,0.018473371863365173
7833,0.01846245676279068
4809,0.018388163298368454
6158,0.01833839062601328
5426,0.018310935236513615
7969,0.018299559131264687
7930,0.018277620896697044
1041,0.018276913091540337
239,0.018255919218063354
3247,0.018252923153340816
2622,0.018201295286417007
4584,0.018192713148891926
5731,0.01818716526031494
5663,0.018152818083763123
1796,0.018149361945688725
3308,0.018093831837177277
7059,0.018002175725996494
7007,0.01797973271459341
5291,0.017976407893002033
2244,0.01797567680478096
7845,0.01793866604566574
3070,0.01782565750181675
7670,0.017814429476857185
172,0.017765612341463566
7840,0.01775877457112074
5680,0.017749229446053505
4640,0.01774798519909382
7452,0.017728175967931747
2570,0.01772436499595642
1144,0.01770382560789585
6954,0.017646994441747665
4380,0.017633487470448017
433,0.017597049474716187
4465,0.017595777288079262
4873,0.0175683181732893
2776,0.017532674595713615
1827,0.017503632232546806
1523,0.017493728548288345
2337,0.017411675304174423
5442,0.017396198585629463
683,0.017336135730147362
1080,0.01731368899345398
4561,0.017300980165600777
1447,0.01727315131574869
2977,0.017268428578972816
569,0.017268074676394463
3493,0.017264246940612793
4233,0.017212352715432644
1295,0.017125646583735943
7531,0.01708071492612362
5256,0.01702697016298771
654,0.017014005221426487
4498,0.01687441673129797
341,0.016864417120814323
4045,0.016713598743081093
5959,0.016576427966356277
6392,0.016503334045410156
2462,0.016501386649906635
6311,0.01645238045603037
686,0.016303365118801594
1813,0.01619183924049139
730,0.016146298497915268
399,0.016132391057908535
6994,0.01612471416592598
7594,0.016046712175011635
7451,0.0160415917634964
6547,0.015992939472198486
119,0.015987221151590347
1707,0.01593032479286194
4972,0.015924775041639805
3740,0.015911639668047428
6226,0.01588305737823248
3961,0.015825117006897926
5833,0.01581825129687786
4811,0.015764573588967323
2774,0.015760420821607113
7290,0.015728693455457687
5894,0.015700316056609154
5184,0.015585299581289291
3056,0.015480635687708855
5358,0.015465187840163708
