Train_ID,Score
9035,6.902122549945489e-05
9696,4.639601866074372e-05
2152,3.4989925552508794e-05
3602,3.449381983955391e-05
9263,3.3505599276395515e-05
9935,3.1784220482222736e-05
1366,3.0673427318106405e-05
5582,3.0148006771923974e-05
6475,2.7042759938922245e-05
7185,2.6720859750639647e-05
3402,2.6496122700336855e-05
2287,2.154426783818053e-05
8853,1.9065215383307077e-05
8968,1.8600780094857328e-05
8203,1.8362141418037936e-05
4743,9.33120827539824e-06
2627,8.628433533885982e-06
6914,8.4126795627526e-06
2890,7.658017693756847e-06
1850,7.335703685384942e-06
4316,7.104256383172469e-06
5694,6.999339120739023e-06
7104,6.995188414293807e-06
9806,6.978314786465489e-06
5605,6.824612682976294e-06
5760,6.73555291541561e-06
4183,6.734067255820264e-06
4674,6.708671662636334e-06
8763,6.6634881932259304e-06
1194,6.662390660494566e-06
4928,6.637059414060786e-06
3001,6.460878921643598e-06
7588,6.4251094045175705e-06
1139,6.306014711299213e-06
7661,6.267771595958038e-06
908,6.242589279281674e-06
291,6.180187710924656e-06
770,6.095588332755142e-06
482,6.022498610036564e-06
9014,6.01819010626059e-06
9140,5.933003421887406e-06
854,5.899958068766864e-06
8549,5.858529902980081e-06
5328,5.843013468620484e-06
4175,5.767727316197124e-06
2575,5.710822279070271e-06
4934,5.708647449864657e-06
5220,5.625443691315013e-06
6094,5.624630603051628e-06
7873,5.594238018602482e-06
1807,5.542697181226686e-06
3056,5.519956630450906e-06
8962,5.509899210665026e-06
7259,5.486546342581278e-06
7730,5.424949904409004e-06
923,5.419431317932322e-06
6402,5.39740244676068e-06
8088,5.393594847191707e-06
4624,5.384619953474612e-06
8106,5.371748557081446e-06
1160,5.36663628736278e-06
8062,5.348179911379702e-06
8416,5.304026444719057e-06
5637,5.28648411091126e-06
276,5.282318397803465e-06
6918,5.212684300204273e-06
3213,5.208106358622899e-06
7801,5.170594931769301e-06
2622,5.150165407030727e-06
3872,5.149786602487438e-06
9266,5.069516873845714e-06
2979,5.065126515546581e-06
6586,5.038682047597831e-06
5035,5.028009582019877e-06
776,5.021785455028294e-06
6752,5.008986363463919e-06
3547,4.988075716028106e-06
4793,4.97826408718538e-06
2486,4.972166834704694e-06
1298,4.971109092366532e-06
7380,4.957763621860067e-06
9089,4.95579251946765e-06
8442,4.954124960931949e-06
1973,4.936684717904427e-06
2695,4.9210921133635566e-06
8149,4.919483671983471e-06
3375,4.908292339678155e-06
5860,4.892864581051981e-06
1149,4.867815277975751e-06
2105,4.865192977376864e-06
9569,4.858324473389075e-06
8123,4.854112148677814e-06
58,4.832686045119772e-06
2328,4.813683290194604e-06
4083,4.797842166226474e-06
5045,4.7888524932204746e-06
9013,4.783705435329466e-06
5927,4.776098649017513e-06
6266,4.77464277537365e-06
3413,4.764567393067409e-06
6959,4.718612217402551e-06
8742,4.70690520160133e-06
1294,4.69580641038192e-06
5082,4.676991238738992e-06
9256,4.640550287149381e-06
511,4.624269649866619e-06
3406,4.601560476658051e-06
3297,4.588025603879942e-06
5629,4.584348744174349e-06
2898,4.576804258249467e-06
4461,4.561663445201702e-06
2135,4.512095756581402e-06
9877,4.510045755523606e-06
162,4.505182459979551e-06
5742,4.501536523093819e-06
4851,4.4751764107786585e-06
7390,4.4614359921979485e-06
5731,4.4503856315714074e-06
1712,4.441426426637918e-06
152,4.420558070705738e-06
7427,4.4103442178311525e-06
3145,4.403211278258823e-06
5608,4.356408908279263e-06
2099,4.3549844122026116e-06
8124,4.347778030933114e-06
7274,4.327683882365818e-06
8659,4.316892045608256e-06
7744,4.305804168325267e-06
5468,4.301418357499642e-06
1023,4.29698104653653e-06
1114,4.294877726351842e-06
3404,4.288195668777917e-06
2417,4.268602879164973e-06
8806,4.2542249047983205e-06
5834,4.250390929882997e-06
4814,4.2503374970692676e-06
5029,4.2470961716389866e-06
9736,4.243956027494278e-06
4333,4.231962520861998e-06
7423,4.227033059578389e-06
8000,4.223311862006085e-06
6352,4.189390097053547e-06
1330,4.186959131402546e-06
7450,4.1698247059684945e-06
3614,4.148818106841645e-06
1852,4.13747955008148e-06
7340,4.135172957830946e-06
2090,4.133997890676255e-06
4046,4.1170153508574e-06
4501,4.116156787858927e-06
7589,4.110096824661014e-06
6682,4.0935794913821155e-06
7437,4.066040219186107e-06
1328,4.0640281895321095e-06
4454,4.0511752104066545e-06
