feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,label,id
-2.4627851110951724,1.784030886457658,2.7502299595134563,1.9839400897163468,0.33167997865665066,1.1741183067478225,-2.195223189980533,-1.4694774433107742,1.1065147992039475,0.1377984874954954,0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,0,1
-3.425859981267646,3.0917711927682094,-0.9963992182673729,1.1529359955195646,0.48753727593773544,-0.7947707293551631,2.2737175446733837,2.553061525255577,1.12910646112655,-5.716310848305566,0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,0.29612027706457605,0.26105527217988933,0.00511345664246089,-0.23458713337514692,1,2
-3.6669887887535917,1.9695363615419141,1.3894312014357493,2.24700239589387,2.3854907965389387,0.8303149636418398,1.8544607292272255,3.7521889165316518,1.1414372987264452,-4.276725590460959,0.6256673477650062,-0.8571575564162826,-1.0708924980611123,0.4824724152431853,-0.2234627853258509,0.714000494092092,0.47323762457354485,-0.07282891265687277,-0.846793718068405,-1.5148472246858646,1,3
-4.224881621420813,-1.48071637113792,3.421314705793063,1.0251468992832855,0.0973335900954373,4.042792396737695,-2.073007359014867,-2.3057764609035827,0.6740581799348782,-0.9780828103070689,1.4412732890661155,-1.4358621511794394,1.1631637521549596,0.010233061019587049,-0.9815086510479509,0.46210347426327075,0.19905969557347003,-0.6002168771587947,0.06980208499001891,-0.3853135968617602,0,4
-4.2441789526044165,-5.092763805670985,3.7808994875089508,-3.0466389882258498,-3.902753229147667,-3.343005379342877,-3.954134472807901,1.1575402380157245,1.5703338940288358,-3.0433439189520985,0.5193465142411723,1.5327389130025777,-0.1087601484568576,0.40171172209894146,0.6901439917111125,-0.40122047188583626,0.22409248181041677,0.01259240078179486,0.09767609854883172,-0.7730097838554665,0,5
-2.380940845219138,-2.2949620468095815,2.515360195688375,1.460795756817386,2.2699660980859018,1.8227672746201566,0.43485057940691596,0.166675913263723,-1.0412215145822714,-0.861766154227748,-0.06267909727317188,0.9551423205012383,-0.9857260463355437,0.5040465155178444,-0.5302576183724408,-0.7928728322623442,-0.10703035995455783,-1.035242322419374,-0.553649305347182,-1.1978778925888485,1,6
-0.9217657671629634,3.6261239365374944,-1.185671268549192,-2.441933684039407,-1.8493801255211828,0.6925091408749144,-0.6364676567951487,-1.4581010181187652,-2.9360637555747746,-3.72404685398208,0.8356921120651418,-1.129706854657618,0.5298041779152828,1.4415686206579004,-2.4716445001272893,-0.7968952554704768,0.57707212718054,-0.2030453860429927,0.37114587337130883,-0.6039851867158206,0,7
-0.5665053305301524,-1.570028111909995,2.2716962613339757,-1.5292732440079053,-3.1767866428409395,-2.5431379036279083,-2.8671841125735433,1.5167781564194076,0.40173822311338836,-0.9354414213112117,-1.6924646297148194,1.5295503194606137,-0.15800789857898942,-0.42688106994742003,-1.0121043752601675,-1.6548566718657693,0.8231705839619146,0.07331796718840389,-1.2899608997410539,-1.295078772063616,0,8
-2.849257998185693,0.7340760301727021,1.904297812019332,-2.2230944536056354,-2.4834449482978007,-2.7107962338657767,-3.325892376471839,1.706374959995058,0.5794180479787588,-1.875005062906682,0.3078017688920592,-1.7101683926566256,-1.348185422105713,0.743264094022715,0.17086543812794186,-0.18398333635267913,0.01843393306539316,0.34758170536167105,-0.5397596803093615,-0.7783047254023127,0,9
-3.380710098603294,0.1720334443465963,0.5546975769421951,1.224669507021146,1.108464119629517,2.0499837167562807,1.1544322420792457,1.6013987605902091,1.9691402021263515,-2.4176516203252283,-0.18687164416135904,-0.4397310582741749,1.4469778843537329,0.19655477651157463,1.0318445394686349,-1.485560373036972,0.26705026586925884,0.889630795623437,0.08228398927542419,1.0654803750653512,1,10
-3.1659856991831177,0.2657741624337011,1.0751449691167914,2.023189266042835,-3.5016059827199766,1.779524749965787,-2.3492633228059088,-1.2766924711220171,2.0460585914386193,0.9886288325284732,0.3686733088729012,-0.3933388123273607,0.028744822934817487,1.2784518626072987,0.19109906801990334,0.04643654815614881,-1.3598561409799192,0.7462535660272207,0.6454841811410754,2.16325472330546,0,11
