feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label,id
-2.4627851110951724,1.784030886457658,2.7502299595134563,1.9839400897163468,0.33167997865665066,1.1741183067478225,-2.195223189980533,-1.4694774433107742,1.1065147992039475,0.1377984874954954,0,1
-3.425859981267646,3.0917711927682094,-0.9963992182673729,1.1529359955195646,0.48753727593773544,-0.7947707293551631,2.2737175446733837,2.553061525255577,1.12910646112655,-5.716310848305566,1,2
-3.6669887887535917,1.9695363615419141,1.3894312014357493,2.24700239589387,2.3854907965389387,0.8303149636418398,1.8544607292272255,3.7521889165316518,1.1414372987264452,-4.276725590460959,1,3
-4.224881621420813,-1.48071637113792,3.421314705793063,1.0251468992832855,0.0973335900954373,4.042792396737695,-2.073007359014867,-2.3057764609035827,0.6740581799348782,-0.9780828103070689,0,4
-4.2441789526044165,-5.092763805670985,3.7808994875089508,-3.0466389882258498,-3.902753229147667,-3.343005379342877,-3.954134472807901,1.1575402380157245,1.5703338940288358,-3.0433439189520985,0,5
-2.380940845219138,-2.2949620468095815,2.515360195688375,1.460795756817386,2.2699660980859018,1.8227672746201566,0.43485057940691596,0.166675913263723,-1.0412215145822714,-0.861766154227748,1,6
-0.9217657671629634,3.6261239365374944,-1.185671268549192,-2.441933684039407,-1.8493801255211828,0.6925091408749144,-0.6364676567951487,-1.4581010181187652,-2.9360637555747746,-3.72404685398208,0,7
-0.5665053305301524,-1.570028111909995,2.2716962613339757,-1.5292732440079053,-3.1767866428409395,-2.5431379036279083,-2.8671841125735433,1.5167781564194076,0.40173822311338836,-0.9354414213112117,0,8
-2.849257998185693,0.7340760301727021,1.904297812019332,-2.2230944536056354,-2.4834449482978007,-2.7107962338657767,-3.325892376471839,1.706374959995058,0.5794180479787588,-1.875005062906682,0,9
-3.380710098603294,0.1720334443465963,0.5546975769421951,1.224669507021146,1.108464119629517,2.0499837167562807,1.1544322420792457,1.6013987605902091,1.9691402021263515,-2.4176516203252283,1,10
-3.1659856991831177,0.2657741624337011,1.0751449691167914,2.023189266042835,-3.5016059827199766,1.779524749965787,-2.3492633228059088,-1.2766924711220171,2.0460585914386193,0.9886288325284732,0,11
-0.07018277080543467,-2.3919758583667443,1.773693781232996,-2.732280907375361,0.39282470484240806,-1.752714157726027,-2.3537532852985175,-2.5358237922370437,1.1468714900463952,0.7561529323807448,0,12
