id,label,cluster_id
1,0,0_dense
2,0,0_sparse
3,1,1_dense
4,0,0_sparse
5,1,1_dense
6,0,0_dense
7,0,0_dense
8,0,0_sparse
9,0,0_sparse
10,1,1_sparse
11,0,0_dense
12,0,0_sparse
13,0,0_sparse
14,1,1_sparse
15,0,0_dense
16,0,0_sparse
17,1,1_sparse
18,0,0_sparse
19,1,1_sparse
20,0,0_sparse
21,0,0_dense
22,0,0_sparse
23,1,1_dense
24,0,0_dense
25,0,0_dense
26,0,0_dense
27,1,1_dense
28,0,0_dense
29,1,1_sparse
30,1,1_sparse
31,1,1_dense
32,0,0_sparse
33,1,1_dense
34,0,0_dense
35,1,1_sparse
36,1,1_sparse
37,1,1_dense
38,0,0_dense
39,0,0_sparse
40,1,1_sparse
41,1,1_sparse
42,1,1_dense
43,0,0_dense
44,0,0_sparse
45,0,0_sparse
46,0,0_sparse
47,1,1_dense
48,1,1_dense
49,0,0_sparse
50,0,0_dense
51,0,0_dense
52,0,0_sparse
53,1,1_sparse
54,1,1_sparse
55,1,1_dense
56,0,0_sparse
57,1,1_dense
58,1,1_dense
59,0,0_sparse
60,1,1_dense
61,0,0_dense
62,1,1_dense
63,1,1_sparse
64,0,0_sparse
65,0,0_dense
66,0,0_sparse
67,0,0_dense
68,0,0_sparse
69,1,1_dense
70,0,0_dense
71,1,1_dense
72,1,1_dense
73,1,1_dense
74,1,1_sparse
75,1,1_dense
76,1,1_sparse
77,0,0_dense
78,0,0_dense
79,0,0_sparse
80,0,0_dense
81,0,0_sparse
82,1,1_sparse
83,0,0_sparse
84,1,1_dense
85,0,0_sparse
86,1,1_dense
87,1,1_dense
88,0,0_dense
89,1,1_dense
90,0,0_sparse
91,0,0_sparse
92,1,1_sparse
93,0,0_dense
94,0,0_sparse
95,0,0_dense
96,1,1_sparse
97,0,0_sparse
98,1,1_sparse
99,0,0_sparse
100,1,1_sparse
101,0,0_dense
102,1,1_dense
103,0,0_dense
104,1,1_sparse
105,1,1_dense
106,0,0_sparse
107,1,1_dense
108,1,1_dense
109,1,1_sparse
110,0,0_dense
111,1,1_dense
112,1,1_dense
113,0,0_dense
114,0,0_sparse
115,1,1_dense
116,1,1_sparse
117,0,0_sparse
118,1,1_sparse
119,0,0_dense
120,1,1_dense
121,1,1_dense
122,0,0_sparse
123,1,1_sparse
124,0,0_dense
125,0,0_dense
126,1,1_dense
127,0,0_dense
128,0,0_dense
129,1,1_dense
130,1,1_dense
131,1,1_sparse
132,1,1_sparse
133,1,1_dense
134,1,1_sparse
135,1,1_sparse
136,1,1_sparse
137,0,0_sparse
138,0,0_sparse
139,0,0_sparse
140,1,1_sparse
141,1,1_dense
142,0,0_sparse
143,0,0_dense
144,1,1_dense
145,0,0_sparse
146,0,0_sparse
147,1,1_dense
148,0,0_sparse
149,1,1_sparse
150,0,0_dense
151,1,1_dense
152,1,1_dense
153,0,0_dense
154,1,1_dense
155,1,1_sparse
156,1,1_sparse
157,1,1_sparse
158,0,0_dense
159,1,1_sparse
160,0,0_sparse
161,0,0_dense
162,1,1_sparse
163,1,1_sparse
164,1,1_sparse
165,0,0_dense
166,0,0_dense
167,0,0_sparse
168,0,0_dense
169,0,0_dense
170,0,0_sparse
171,0,0_sparse
172,1,1_dense
173,0,0_sparse
174,1,1_dense
175,0,0_sparse
176,0,0_dense
177,1,1_dense
178,1,1_sparse
179,0,0_dense
180,1,1_dense
181,1,1_sparse
182,0,0_dense
183,0,0_dense
184,0,0_dense
185,1,1_dense
186,1,1_sparse
187,0,0_sparse
188,0,0_sparse
189,0,0_sparse
190,0,0_sparse
191,0,0_sparse
192,0,0_dense
193,0,0_dense
194,1,1_sparse
195,0,0_dense
196,0,0_dense
197,0,0_sparse
198,0,0_dense
199,1,1_sparse
200,0,0_dense
201,0,0_sparse
202,0,0_dense
203,1,1_sparse
204,1,1_sparse
205,1,1_sparse
206,1,1_dense
207,1,1_sparse
208,0,0_dense
209,0,0_sparse
210,0,0_dense
211,0,0_sparse
212,0,0_dense
213,1,1_dense
214,0,0_dense
215,1,1_dense
216,0,0_dense
217,1,1_sparse
218,0,0_dense
219,1,1_sparse
220,0,0_dense
221,0,0_sparse
222,1,1_sparse
223,1,1_sparse
224,0,0_dense
225,1,1_dense
226,1,1_sparse
227,0,0_sparse
228,0,0_sparse
229,0,0_sparse
230,0,0_dense
231,0,0_sparse
232,1,1_dense
233,0,0_dense
234,0,0_dense
235,0,0_sparse
236,0,0_sparse
237,0,0_dense
238,0,0_sparse
239,1,1_sparse
240,0,0_sparse
241,0,0_dense
242,0,0_sparse
243,1,1_sparse
244,0,0_sparse
245,1,1_sparse
246,0,0_sparse
247,0,0_sparse
248,1,1_sparse
249,1,1_sparse
250,0,0_dense
251,1,1_sparse
252,0,0_dense
253,1,1_sparse
254,0,0_sparse
255,1,1_dense
256,0,0_sparse
257,0,0_dense
258,0,0_dense
259,1,1_sparse
260,0,0_sparse
261,1,1_dense
262,1,1_sparse
263,0,0_dense
264,0,0_sparse
265,0,0_sparse
266,1,1_dense
267,1,1_dense
268,1,1_sparse
269,0,0_dense
270,1,1_sparse
271,0,0_dense
272,0,0_sparse
273,0,0_dense
274,0,0_dense
275,0,0_sparse
276,0,0_dense
277,1,1_sparse
278,0,0_dense
279,0,0_dense
280,0,0_dense
281,0,0_dense
282,0,0_dense
283,1,1_sparse
284,0,0_dense
285,1,1_dense
286,0,0_sparse
287,0,0_sparse
288,0,0_sparse
289,0,0_dense
290,1,1_dense
291,1,1_dense
292,1,1_dense
293,0,0_dense
294,1,1_sparse
295,1,1_dense
