id,label,cluster_id
1,1,1_dense
2,0,0_dense
3,0,0_dense
4,1,1_dense
5,1,1_dense
6,0,0_dense
7,0,0_dense
8,1,1_dense
9,1,1_dense
10,1,1_sparse
11,1,1_sparse
12,1,1_sparse
13,0,0_sparse
14,1,1_dense
15,0,0_dense
16,0,0_dense
17,1,1_dense
18,1,1_sparse
19,1,1_sparse
20,1,1_dense
21,0,0_sparse
22,0,0_dense
23,1,1_dense
24,1,1_sparse
25,1,1_sparse
26,1,1_sparse
27,1,1_dense
28,1,1_dense
29,1,1_dense
30,1,1_dense
31,0,0_dense
32,1,1_dense
33,1,1_dense
34,1,1_dense
35,0,0_sparse
36,0,0_sparse
37,1,1_sparse
38,1,1_sparse
39,1,1_sparse
40,1,1_dense
41,1,1_sparse
42,1,1_dense
43,0,0_dense
44,0,0_dense
45,1,1_sparse
46,1,1_sparse
47,0,0_sparse
48,0,0_dense
49,0,0_dense
50,0,0_sparse
51,0,0_dense
52,1,1_dense
53,1,1_sparse
54,0,0_sparse
55,1,1_sparse
56,1,1_sparse
57,1,1_sparse
58,1,1_sparse
59,0,0_sparse
60,0,0_dense
61,0,0_dense
62,0,0_sparse
63,1,1_dense
64,0,0_sparse
65,1,1_dense
66,1,1_dense
67,1,1_dense
68,1,1_dense
69,1,1_sparse
70,0,0_sparse
71,0,0_dense
72,0,0_dense
73,1,1_sparse
74,0,0_dense
75,1,1_sparse
76,0,0_dense
77,0,0_sparse
78,1,1_sparse
79,0,0_dense
80,0,0_dense
81,1,1_sparse
82,1,1_dense
83,1,1_sparse
84,1,1_dense
85,0,0_sparse
86,1,1_dense
87,0,0_dense
88,0,0_dense
89,0,0_dense
90,1,1_dense
91,0,0_dense
92,1,1_sparse
93,1,1_dense
94,1,1_sparse
95,0,0_sparse
96,1,1_sparse
97,0,0_sparse
98,0,0_sparse
99,0,0_dense
100,0,0_dense
101,0,0_dense
102,0,0_sparse
103,1,1_dense
104,1,1_sparse
105,1,1_sparse
106,0,0_sparse
107,0,0_sparse
108,0,0_dense
109,1,1_dense
110,1,1_dense
111,0,0_dense
112,1,1_dense
113,1,1_sparse
114,0,0_sparse
115,0,0_sparse
116,1,1_sparse
117,0,0_sparse
118,0,0_dense
119,1,1_dense
120,0,0_sparse
121,1,1_sparse
122,0,0_sparse
123,1,1_dense
124,1,1_sparse
125,1,1_dense
126,1,1_dense
127,1,1_sparse
128,1,1_sparse
129,1,1_sparse
130,1,1_sparse
131,1,1_dense
132,0,0_sparse
133,1,1_sparse
134,1,1_sparse
135,1,1_dense
136,0,0_dense
137,0,0_sparse
138,0,0_dense
139,0,0_sparse
140,0,0_dense
141,0,0_sparse
142,0,0_sparse
143,1,1_dense
144,0,0_dense
145,0,0_sparse
146,1,1_sparse
147,0,0_dense
148,0,0_dense
149,0,0_sparse
150,0,0_dense
151,1,1_sparse
152,1,1_sparse
153,0,0_sparse
154,1,1_dense
155,0,0_sparse
156,1,1_dense
157,1,1_sparse
158,1,1_sparse
159,0,0_sparse
160,1,1_dense
161,0,0_sparse
162,0,0_dense
163,1,1_dense
164,0,0_sparse
165,0,0_dense
166,1,1_dense
167,0,0_dense
168,0,0_dense
169,1,1_sparse
170,1,1_dense
171,1,1_sparse
172,1,1_sparse
173,1,1_dense
174,1,1_sparse
175,0,0_dense
176,0,0_sparse
177,1,1_dense
178,1,1_dense
179,1,1_dense
180,1,1_dense
181,1,1_sparse
182,1,1_dense
183,0,0_sparse
184,0,0_sparse
185,0,0_dense
186,0,0_sparse
187,1,1_dense
188,1,1_sparse
189,1,1_dense
190,1,1_sparse
191,0,0_dense
192,1,1_dense
193,0,0_dense
194,1,1_sparse
