Train_ID,Score
2230,0.0009458362183067948
6093,0.000928217894397676
715,0.0008652192482259125
3197,0.0007861194608267397
3957,0.0007780350279062986
5386,0.0007626348233316094
3765,0.0007505222456529737
5457,0.0007320620061364025
4468,0.0006981336046010256
1502,0.0006495919660665095
5017,0.0006153668800834566
2372,0.000611441268119961
4863,0.0006079539598431438
2749,0.0005983010050840676
133,0.0005973479419481009
4234,0.0005834347975905985
5125,0.000576499878661707
3390,0.0005718990869354457
4987,0.000557721039513126
3221,0.0005381954542826861
5752,0.0005321137286955491
5974,0.0005261269834591076
5230,0.0005198035214561969
2974,0.0005195198900764808
4953,0.00051590554357972
459,0.0005147253687027842
3297,0.0005142429290572181
1582,0.0005133920640219003
4055,0.0005080130358692259
3273,0.0004968741559423506
1733,0.0004967504064552486
6764,0.0004959939979016781
5239,0.0004953700554324314
2862,0.0004951590235577896
4512,0.0004934164899168536
1199,0.0004933466843795031
2309,0.0004907434340566397
12,0.00048996445548255
2794,0.000488580932142213
1416,0.00048365778638981283
1968,0.0004819978785235435
3287,0.0004813618288608268
881,0.00047905663086567074
6300,0.00047715990513097495
5557,0.00047531969903502613
2657,0.0004723513557109982
1507,0.00047054473543539643
3345,0.00046884316543582827
1825,0.00046839476271998137
4741,0.0004644399741664529
2653,0.0004584380076266825
3859,0.00045671484258491546
6492,0.00045660311297979206
351,0.00045554080861620605
5061,0.0004553598555503413
1718,0.0004547459539026022
4435,0.00045228819362819195
2906,0.0004510491999099031
1306,0.00045082723954692483
4677,0.00045070330088492483
6004,0.0004504001553868875
429,0.0004477217444218695
5124,0.00044752446410711855
4030,0.000446437785285525
2773,0.0004439561889739707
3760,0.0004411213885759935
4782,0.00043960087350569665
5009,0.00043922639451920986
5805,0.0004386357468320057
5767,0.0004378673911560327
6589,0.0004347687354311347
1670,0.00043430736695881933
1,0.00043211317097302526
1719,0.00042822367686312646
3163,0.0004273180675227195
4960,0.0004272867663530633
6542,0.0004266402975190431
3136,0.0004230013146298006
3077,0.0004195766377961263
1983,0.0004101392696611583
4149,0.00040513777639716864
6651,0.00040435050323139876
3531,0.00040424676262773573
4722,0.00040418776916339993
2317,0.0004033763107145205
6183,0.0004026112728752196
5845,0.0003997919848188758
5052,0.00039807015855330974
3552,0.0003924529446521774
5429,0.0003919267328456044
6724,0.0003917438443750143
4054,0.00039060857670847327
782,0.0003889111103489995
586,0.00038863022928126156
6487,0.0003881314041791484
6842,0.0003841196303255856
6933,0.00038018025225028396
2128,0.0003772612108150497
855,0.00037681986577808857
2325,0.00037569199048448354
925,0.0003756126679945737
523,0.0003750063187908381
4125,0.00037485863140318543
477,0.00037185836117714643
5607,0.0003707924042828381
5706,0.00036858984094578773
4915,0.00036826600262429565
275,0.0003677276981761679
6149,0.0003645059186965227
6504,0.00036339802318252623
6557,0.00035901453520637006
3632,0.00035888316051568836
6523,0.0003581038472475484
336,0.00035728276998270303
3086,0.00035609901533462107
3052,0.00035460609069559723
4827,0.0003538947203196585
4036,0.0003527900844346732
5395,0.00035141652915626764
