id,label
1049,0
8125,0
241,0
11660,0
14281,1
6858,0
11984,0
9647,0
15559,1
1052,0
1553,0
10907,0
3792,0
4497,1
5042,1
8729,1
3864,1
11213,1
2607,0
1941,0
3840,0
9072,1
13855,1
14717,1
13187,0
1507,0
665,1
13175,0
9414,0
6958,0
13150,0
6839,1
4573,1
11974,0
2917,1
8413,0
12619,1
10572,1
14731,0
8904,0
13868,0
15457,0
11554,1
4505,0
8897,0
9736,1
11312,0
9917,1
3937,1
2892,1
2891,0
14676,1
4051,1
8552,1
14031,0
2886,1
8943,0
10970,1
2377,1
8303,0
14084,1
9880,0
8969,0
15079,0
8794,1
5319,1
2119,1
677,1
726,0
14968,0
11802,0
8219,0
6326,0
12100,1
10909,1
2999,0
14001,0
14885,1
15796,0
13908,0
2343,1
14174,0
471,0
1531,0
7979,0
11351,1
9403,1
13615,1
4634,0
3711,0
1129,0
3800,1
15268,0
8338,1
12201,0
9239,0
11392,0
4756,1
5979,1
11891,0
1672,0
6636,0
8346,0
10696,1
8887,1
5039,1
14806,0
14346,0
86,1
5210,0
4896,0
9284,1
2002,0
7103,0
13246,1
16002,1
11429,1
14768,0
7220,0
11962,1
6944,0
1469,1
8739,1
1761,0
16218,1
8026,0
13611,0
13349,1
14410,1
13053,1
3160,1
16170,0
7913,1
13984,1
6978,0
1657,1
15772,0
6512,1
1402,0
2538,1
9386,1
7692,1
12054,0
10432,1
5596,0
5508,0
166,0
199,0
7845,1
5372,0
4830,0
16380,0
16181,0
13151,0
4599,0
6780,0
2509,1
9967,1
3193,0
8539,0
4092,1
10833,1
10403,0
10464,0
9850,1
2706,0
761,1
13066,1
2801,1
14635,1
11369,1
3449,0
5241,0
1980,1
10381,0
9882,1
5944,1
10611,1
9530,0
9992,1
1617,1
7179,1
8508,0
2385,1
5018,1
1417,1
10401,0
3555,0
5052,1
7405,0
6222,0
14303,0
8043,0
2588,0
9777,0
15644,0
38,1
14639,0
4471,0
12837,1
1273,1
13366,0
3014,1
15959,0
11859,1
8143,0
10707,1
11672,1
15819,1
8203,0
4302,0
1225,0
9320,1
524,0
13565,0
74,0
3872,1
9707,0
6966,0
792,0
4265,0
2590,0
7382,1
15076,1
12132,1
2006,0
7724,1
10583,1
6851,0
7448,1
2371,0
1043,1
14369,0
15366,0
14461,1
2813,1
13879,0
2192,0
577,1
9269,0
10046,1
9249,1
2134,0
10504,1
15275,0
16259,0
12019,0
1126,0
13969,1
11733,1
1542,0
11009,0
13364,1
11339,0
11333,0
7075,1
3771,0
13898,0
1290,1
5812,1
11315,0
6274,0
9281,0
2168,0
4731,1
8796,0
7980,1
1959,0
4416,0
5395,1
14997,1
16490,1
7874,0
14206,0
13849,1
5958,0
1578,0
2481,0
8809,1
11583,0
5788,0
15972,0
10275,1
14624,0
4761,1
9420,0
13721,1
445,1
7268,0
15989,0
3258,1
3814,0
6798,0
1970,1
6149,1
1299,1
2703,0
16105,1
14438,0
16473,0
10219,0
16062,0
10933,0
7514,0
15211,0
12975,1
14261,0
8938,1
9008,0
13474,0
7356,0
3163,1
12074,0
1800,1
11362,0
4691,0
1451,1
5100,0
2562,0
3538,0
16195,0
14816,0
13481,1
7905,0
2059,1
2963,0
1900,1
7539,1
235,1
8647,1
15932,1
4860,0
15832,1
644,1
5772,1
3089,0
1022,0
7061,0
15908,1
4862,1
12632,1
10785,0
3000,0
16015,1
1255,1
390,1
12700,0
11401,1
4663,1
15393,1
15404,1
8870,1
13033,1
414,0
11255,1
16178,0
2323,1
13021,1
6417,1
10804,1
6457,1
11353,0
14247,1
9976,1
12586,0
8468,0
11465,0
12728,1
6539,1
5523,1
742,1
1115,1
4909,0
8538,1
2758,1
10868,1
6419,0
935,0
10968,0
10820,1
10610,0
1278,0
16320,1
8994,0
3817,1
3248,1
14021,1
11008,1
10629,1
12561,0
3105,1
12908,1
9002,1
3772,0
8200,0
7336,1
3200,0
16324,1
14919,1
13212,0
10140,0
13510,0
3825,0
10290,1
2378,0
13884,0
13445,1
10901,0
1609,1
7557,0
15139,0
14779,0
3821,1
14292,1
9380,0
325,1
3447,1
2956,0
4218,0
3063,1
14506,0
8886,1
15722,0
7258,0
4297,1
4253,0
9449,0
767,1
2023,0
15449,1
1237,0
15910,1
772,1
4701,1
12615,0
11927,1
12821,1
11048,0
11193,0
6937,1
11771,0
12160,1
7480,1
6990,1
12767,0
11468,0
12416,0
15795,0
11592,1
7967,1
12368,1
3646,0
14829,0
7620,0
6518,0
11535,1
13070,1
5808,1
224,0
5351,0
6098,0
7915,1
15602,0
8861,1
10445,0
13676,0
16075,1
757,1
8959,1
1328,1
11716,1
13105,1
3773,0
13230,0
4603,0
7361,0
10565,0
9805,1
10653,0
15438,0
2505,0
10115,0
13836,1
12874,1
15934,1
6699,0
475,1
846,1
7523,1
3605,0
8455,0
4930,1
6793,1
381,1
12039,0
2017,0
2145,0
7637,0
3799,0
1780,1
7051,0
7568,0
7676,0
15514,0
10897,0
7423,1
2748,1
14681,0
8595,1
225,0
7453,0
11396,0
14364,0
2061,1
6522,1
2626,0
5816,1
10573,0
12693,0
10659,0
11786,1
4004,0
15497,1
14384,0
2643,0
10853,1
12983,1
1211,1
8563,1
6762,1
7877,1
12048,1
15720,1
2240,0
6380,1
6409,0
6249,1
