Train_ID,Clean_Label,Noisy_Label,is_noisy,Training_Loss
1,1,1,0,0.2535888
2,1,1,0,0.807421
3,1,1,0,0.5521012
4,1,1,0,0.25350183
5,1,1,0,0.25344542
6,0,0,0,0.47940582
7,0,0,0,1.0995923
8,1,1,0,0.25342524
9,0,0,0,0.5714701
10,1,0,1,1.4959283
11,0,0,0,1.7404368
12,0,1,1,1.5161817
13,1,1,0,0.7749545
14,0,1,1,1.5161194
15,1,1,0,0.3617483
16,0,0,0,0.24793962
17,0,0,0,0.24802157
18,0,0,0,0.55413926
19,1,1,0,0.25344718
20,0,0,0,0.24799061
21,1,1,0,0.7786557
22,0,0,0,0.24780174
23,0,0,0,0.6460635
24,0,0,0,0.24811079
25,1,1,0,0.3924342
26,1,1,0,0.25350183
27,0,0,0,0.24788176
28,1,1,0,0.25342524
29,1,1,0,0.79830074
30,1,1,0,0.25342524
31,1,1,0,0.25355652
32,0,1,1,0.73084223
33,0,0,0,0.24782239
34,1,1,0,0.25355652
35,1,0,1,0.66165626
36,1,0,1,1.4960042
37,1,1,0,0.2535346
38,0,1,1,1.5160125
39,0,0,0,0.7802704
40,0,1,1,1.5160818
41,0,0,0,0.67691004
42,1,1,0,1.1753404
43,1,1,0,0.88983023
44,1,1,0,0.76625293
45,0,1,1,1.5160427
46,1,1,0,0.21686251
47,1,1,0,0.47347504
48,1,0,1,0.93286
49,1,1,0,0.2534357
50,0,1,1,1.5160719
51,0,0,0,0.75120175
52,1,1,0,0.2535123
53,0,0,0,0.2480372
54,0,0,0,0.7813804
55,0,0,0,0.4518882
56,1,0,1,1.496459
57,0,0,0,0.8616748
58,0,0,0,0.24813405
59,1,1,0,0.76915324
60,0,0,0,0.2481439
61,0,0,0,0.24766152
62,1,1,0,0.25347993
63,0,1,1,1.5160197
64,0,0,0,0.55077016
65,1,0,1,1.4961936
66,1,1,0,0.25366652
67,1,0,1,1.2048993
68,1,1,0,0.25355652
69,1,1,0,0.25357845
70,1,1,0,1.5268563
71,1,1,0,0.25357845
72,1,1,0,0.79469144
73,1,1,0,0.25357845
74,0,1,1,0.7913758
75,1,1,0,0.25367695
76,1,1,0,0.25350183
77,1,1,0,0.25357845
78,0,0,0,0.24799813
79,0,0,0,0.53866494
80,1,1,0,0.25365505
81,0,1,1,0.9197595
82,0,0,0,0.6129701
83,1,1,0,0.8423302
84,0,0,0,0.5616631
85,1,1,0,0.8125458
86,0,0,0,0.8174869
87,0,0,0,0.7534332
88,0,1,1,1.5155218
89,1,0,1,1.4961936
90,0,0,0,0.7813168
91,0,0,0,0.5909828
92,1,1,0,0.81427515
93,1,1,0,0.25354496
95,1,1,0,0.6924709
96,0,1,1,0.8207707
97,1,1,0,1.0032997
98,0,0,0,0.24800874
