Train_ID,Clean_Label,Noisy_Label,is_noisy,Training_Loss
3986,0,0,0,0.4355155
6761,0,0,0,0.19454324
11091,0,0,0,0.72648406
9147,0,0,0,0.23205508
10695,0,0,0,0.3689199
4304,0,0,0,0.16168328
976,0,0,0,0.12993564
10588,0,0,0,0.20146371
10423,0,0,0,0.15659924
12065,0,0,0,0.22231923
11817,0,0,0,0.23675977
3814,0,1,1,1.3982497
5652,1,1,0,0.22724119
11003,0,0,0,0.16752265
13800,0,0,0,0.4816357
14237,0,0,0,0.21351105
108,0,0,0,0.21345453
15865,0,0,0,0.24789691
575,0,0,0,0.20304285
945,0,0,0,0.29947564
8771,1,1,0,0.54042447
13474,0,0,0,0.3043038
1126,0,0,0,0.1923791
5210,0,0,0,0.20717736
1723,0,0,0,0.21495399
5625,0,0,0,0.17077534
7590,0,0,0,0.14451429
6364,0,0,0,0.18641837
2442,0,0,0,0.24799885
13240,0,0,0,0.14583358
7366,0,0,0,0.22055545
15781,0,1,1,1.4320128
6705,0,0,0,0.20675032
7799,0,1,1,1.4151632
14231,0,1,1,1.7430818
3164,0,0,0,0.23204866
6699,0,0,0,0.2113136
15341,0,1,1,1.6877912
6012,0,1,1,1.7943407
12728,1,1,0,0.21650735
5177,0,0,0,0.13745156
8676,0,0,0,0.16852303
9079,0,0,0,0.32087258
8686,1,1,0,0.2906691
13110,0,1,1,1.3890551
11590,0,0,0,0.24088176
726,0,0,0,0.23080797
15588,0,1,1,1.537852
13772,0,1,1,1.5402875
7557,0,0,0,0.2032808
15697,0,0,0,0.30112082
15796,0,0,0,0.26338008
1330,0,0,0,0.17183118
6747,0,0,0,0.28452024
7268,0,1,1,1.0477798
10453,1,1,0,0.34501103
7637,0,0,0,0.22798914
12023,0,0,0,0.28149778
7920,0,0,0,0.29966342
12083,0,0,0,0.18503319
1883,0,0,0,0.20304556
3338,0,0,0,0.19814369
14671,0,1,1,1.9895926
1416,1,1,0,0.61748594
706,0,0,0,0.23588899
8108,0,1,1,1.5906875
3572,0,1,1,1.7304167
12314,1,1,0,0.42743897
3791,0,0,0,0.31037432
1895,0,0,0,0.15446968
3429,0,0,0,0.1696088
5904,0,0,0,0.21167669
7293,0,0,0,0.21750078
14651,0,0,0,0.22689645
9110,0,0,0,0.21335217
1912,0,0,0,0.3269901
308,0,0,0,0.24499166
8651,0,0,0,0.1850212
9583,1,1,0,0.82396597
985,0,0,0,0.14958046
2317,0,0,0,0.22559017
3963,0,1,1,1.247292
7087,0,0,0,0.21140067
6850,0,0,0,0.33575007
6673,0,0,0,0.31122464
8341,0,0,0,0.18235567
2376,0,0,0,0.14354602
10195,0,1,1,1.3500866
16298,0,1,1,1.0032108
15785,0,0,0,0.2846858
15049,0,0,0,0.3021695
15494,0,0,0,0.22632708
2554,0,0,0,0.26635963
16469,0,1,1,1.8882407
11362,0,0,0,0.32592732
13884,0,0,0,0.23202172
12067,0,0,0,0.25278527
14035,0,0,0,0.16027741
5497,0,0,0,0.20153017
989,1,1,0,0.18530393
331,0,0,0,0.29560417
9358,0,0,0,0.19953631
8073,0,0,0,0.1532439
6564,0,0,0,0.25669876
4931,0,1,1,1.4990693
3887,0,1,1,1.820484
3112,0,0,0,0.22621556
2073,0,0,0,0.18494056
10769,0,1,1,1.394707
166,0,0,0,0.2442437
14532,0,0,0,0.1644647
6722,0,0,0,0.21768051
74,0,0,0,0.28891614
6472,0,1,1,1.4309137
11862,0,0,0,0.21724382
15288,0,0,0,0.21076766
9073,0,0,0,0.2709663
1475,0,0,0,0.2785611
640,0,0,0,0.2291036
5451,0,1,1,1.898391
14221,0,1,1,1.8109478
1401,1,1,0,0.32595813
16213,0,0,0,0.18186094
16170,0,0,0,0.33328247
13741,0,0,0,0.22108866
2210,0,0,0,0.25808355
2956,0,0,0,0.27837184
10269,0,1,1,1.4904705
2274,0,0,0,0.27581254
4992,0,0,0,0.2269525
9043,0,0,0,0.23189071
1768,0,0,0,0.17523278
14136,0,0,0,0.24878176
11396,0,0,0,0.3249742
5597,0,0,0,0.5670327
3974,0,1,1,1.4623723
12982,0,0,0,0.6628017
10210,0,0,0,0.20128983
4017,0,0,0,0.27683762
8229,0,0,0,0.19966185
6435,0,1,1,1.793811
15896,0,0,0,0.24890603
12844,1,1,0,0.53679144
9008,0,0,0,0.2511693
1687,0,1,1,1.6628779
7613,0,1,1,1.5374969
14583,0,1,1,1.2653844
16395,0,0,0,0.3076684
9868,0,1,1,1.698199
12147,1,1,0,0.3291625
1490,1,0,1,0.5351962
15469,0,0,0,0.30923387
12477,0,0,0,0.23334025
13870,0,0,0,0.18568163
16076,1,1,0,0.480902
9286,0,0,0,0.2588461
9380,0,0,0,0.1723083
1313,0,0,0,0.255977
14731,0,0,0,0.24500799
10150,0,0,0,0.2237252
1977,0,0,0,0.25002488
9310,1,1,0,0.2443972
12176,0,0,0,0.28974724
12574,0,0,0,0.3250923
13628,0,0,0,0.12394193
3867,0,0,0,0.29410544
1049,0,1,1,1.9631325
