feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label,id,clean_label,is_noisy,noisy_label
-1.2383504660232962,1.602499981462549,3.9088735226285336,-1.8236440017782518,2.4047739327055533,4.870523624657024,-3.3335028462894734,0.11338310461721934,-1.949012935758847,-0.2305440932248226,0,3986,0,0,0
-0.4474105864664528,0.6042226453928725,3.756950822996705,-3.231642873398872,0.8090238828717307,2.4409928501052236,-0.25594553265228703,-4.355686385091225,0.5331084442627747,0.3214181825236839,0,6761,0,0,0
0.6503508376010414,-4.273171210618001,0.3960947020438357,1.3408751694320937,-5.356291399006521,-1.9761588683280333,1.707489259478006,-5.9369605259208935,4.248732000026824,0.45507207207223366,0,11091,0,0,0
2.3493688507643524,2.618101904056264,0.8916451259139411,-1.6753924589374407,0.25358599783887925,-0.24862909422322854,0.7397309000150691,0.16206077284434217,-0.4196788082529901,-2.7888243909663784,0,9147,0,0,0
-2.567706627850659,1.4457970369023556,1.7717021644926891,-2.4392655121388214,-1.0385427001290946,1.1123462157803474,2.158196187272764,-3.220450253760503,-1.3264175669116014,-2.5383185334720997,0,10695,0,0,0
-0.1257643676100697,5.009139047272334,-8.197879307635418,-5.072593923125286,-5.585067656441632,-0.8535416618364837,2.5865352283602503,-0.8443109844675734,2.7666269986808896,2.190461038500782,0,4304,0,0,0
0.31192875711101653,2.286629059345736,0.09018977930391947,-0.05117280753912756,0.2820735684736273,1.2064958628186928,6.414458993070455,4.126284878989687,-2.728224282265791,-0.7967727335740133,0,976,0,0,0
-4.4787236341402625,1.0749099587182975,0.2582957951349081,-3.828665909598676,0.3327197407680873,3.2816698620074156,-1.2646988325732251,0.8807927433592413,-1.8468225392478135,-1.6310697410944348,0,10588,0,0,0
4.03463101356034,-1.4085272428153424,-1.649818226140441,-0.7434861967573057,-0.5875117275189333,-4.014657905878984,-2.6009117541755575,2.2220643282148713,2.253395123827756,4.634541096691187,0,10423,0,0,0
-1.1936958187639797,-1.0301623693705395,1.2646806128596035,-1.6551610915379413,0.3806317353298083,1.7132663600128377,-3.143151414611739,-0.2883086092631326,-1.4316657751575583,-0.19958875222539563,0,12065,0,0,0
1.7267217934541907,3.7648969509657584,-3.51810962455074,-1.9845014672402201,-2.097529842065712,-4.959747242756629,0.8217262929880882,0.1298307135710126,1.5693791999220954,0.609031768966091,0,11817,0,0,0
3.9634028201797173,-0.5324392088203967,4.715249521151058,-4.4347980225651344,-0.8165680922778901,1.252203075972276,-2.250362791235363,-4.5998285685007225,0.7011375930715489,2.656694572015445,1,3814,0,1,1
1.896739624379652,-2.3305936561318115,-2.2632601882105963,-1.59966617928138,1.1962865550900013,5.045154270547243,2.3403623178802464,-1.4719662900040844,-0.630726845511175,-3.3952152214219895,1,5652,1,0,1
-0.9732031888346132,-1.0963001251326099,0.664297391824696,-1.2504563438577048,-1.817213922443008,4.2523166499505205,-2.6061004604106395,-2.2073051966193193,3.4006743517903804,2.065746210944346,0,11003,0,0,0
0.7182022491457438,-4.815380500393058,-0.11496521222585399,5.741779909978359,-1.9741836377118414,-3.4360459489485393,-2.6318163577233165,-4.234317302511121,2.468413601671606,2.3781242198169807,0,13800,0,0,0
-1.7980274526477857,-1.8049819280998731,0.4956314775351609,-2.2362079332499,-4.761089743710913,-0.4072938421626191,0.9812702221153127,-3.5896196551650283,2.447937701510462,1.9990696948013063,0,14237,0,0,0
-1.6312050231880875,0.04742436410086581,1.128359825220701,-5.0861626836601115,-3.70615134308069,0.6888474196864189,0.9265065902566225,-4.06263967241566,0.9127379838400935,2.001007909031598,0,108,0,0,0
0.2521935047001782,-1.0281742245827443,-3.2227623830414593,1.0085429038343503,-2.049209219114805,0.6285096210987211,1.7431113356347456,2.3650951572751255,2.1619809420824057,5.561213877218659,0,15865,0,0,0
-1.903461407943535,-1.1178258572809903,0.8727429372646385,-1.9948311956153129,-2.6799938432633157,1.8420326463754735,-0.034046921153841,-2.4533076491468733,2.4709708306262956,1.005247076424121,0,575,0,0,0
-0.01845247943769812,1.3328533215727478,2.7684787154330266,1.457880358135851,1.4429469711578382,-0.3223657159824336,4.15111577168441,3.5815728728809315,-1.9508517901770408,-1.2379045103136215,0,945,0,0,0
-1.0227277994469397,1.5799144634621216,1.1083653520707855,1.612501635118078,1.4544216832497527,-0.06309428901826153,-2.8233396932637307,-1.1094026894572693,-0.372345615925332,-0.8782123060502713,1,8771,1,0,1
-3.8366962190586817,-0.4700328186426048,1.2674403584572862,-3.495312609481169,-0.8674113789781425,-0.6681754143291578,-0.18678259108279405,-0.4353306696721637,-1.828292044385202,1.0481221484225323,0,13474,0,0,0
-5.567592671914514,-0.7749129875646031,-2.7842911592024597,-4.868719654053246,1.3418996026025174,2.885475807789424,-3.865875819659195,0.8215788661453818,-0.14281938350740853,1.257817260721648,0,1126,0,0,0
-0.8077277927743696,-0.7873062311835604,-0.6127436516589777,-0.9349011176211183,-1.3617460539572956,-1.7992221473760155,1.5755725360335755,1.7244939779347292,2.9544431493322563,3.383839423366423,0,5210,0,0,0
5.4002697988410535,2.7947411996775555,-4.8899620049600525,-3.4077881530319543,-2.9172695041854766,-3.539735575046233,3.415090283230252,2.5963875763489983,0.859706419864665,3.562266670276174,0,1723,0,0,0
0.9368506666939967,0.0009627508088136949,-3.4851812847181645,-2.7124791434378306,-1.563940310420678,-3.184498273795722,3.0116871190100634,2.1325582286878695,1.0391722876690042,1.613068139454245,0,5625,0,0,0
0.8064425262585273,0.2881623033676539,0.7968949317237253,-2.866957179288054,-0.6063104813295324,-5.038215046682879,5.759165379846601,2.5644490003205282,0.2238001599912951,-1.2702102115645482,0,7590,0,0,0
-1.9117945271733836,2.9168848807589995,-8.816088534369436,-1.6470048061419607,-2.0563853171977255,-0.6763257367656736,4.479184627161569,1.1278101578009672,-0.7818745150814093,0.7879453964647158,0,6364,0,0,0
-3.921762805476323,-1.22049541249998,1.0914394787478463,-2.4013585178916634,-2.4328427844203757,3.057349817621131,0.03906942278971259,-0.06426989933643168,2.6158298637389907,0.4994523548518468,0,2442,0,0,0
5.386910596398957,-0.8336152453284114,0.2869228909728072,-3.520034719764278,-2.0703565497624346,-5.702974092137806,1.925972980312791,3.957168268576653,0.9786873266408955,1.863103314218481,0,13240,0,0,0
0.3536190972736786,2.159671165300792,-2.406449675588359,-2.18814093498533,-2.156228505256316,2.2342624615540148,2.017151118163589,0.14913574071345215,1.2103107852915111,2.0358801105612754,0,7366,0,0,0
-2.777852461010786,-2.2124319384660955,1.256897679892404,-3.383035063613266,0.39575543310671346,3.3086428867323594,-4.111280695965267,3.008851395941023,3.3450635384626333,3.7700687928876477,1,15781,0,1,1
-1.4182031613318555,-0.5453795956465941,1.389549951630851,-2.022875449840476,-1.981334292506079,1.8625375710787382,-0.6470055761675548,-2.8945508461555827,1.1696337729810276,1.3704178226913852,0,6705,0,0,0
1.906394121926874,1.7249543329272994,0.0905350172991648,-1.7630265810037107,-0.7243105822042598,-0.45612726548766847,-0.024320363905892428,1.0915077108652738,1.49248869998917,-0.16173854550637934,1,7799,0,1,1
-3.9948662656560177,-0.9491253145583121,-0.8265424498708733,-0.40127369869606677,-1.765617256364748,3.923794312840554,-3.0534100680154137,-0.7039032148649267,2.8948785321386326,2.625350727532288,1,14231,0,1,1
-0.3807221750092671,-0.6937919373912389,-0.5252812041512536,-3.3607641153486436,-2.309522664115132,0.11276033877898617,2.5261411433545655,4.260716035929454,1.3603937193555653,2.92095070042038,0,3164,0,0,0
0.01896182556487913,1.0746719037525314,-2.148800842304389,-3.9083560584895567,-4.077129857372103,-2.186397236362573,3.193361643566767,2.410733576803513,1.4898433887112716,2.8026069933462283,0,6699,0,0,0
-1.683537169593073,-1.5477581969069156,3.1108932335614483,-2.7377471613416975,0.050917496826969666,2.8490942160557045,-0.38378847484212963,-0.7702327724268843,2.4649768982101072,0.22900566703957126,1,15341,0,1,1
0.3625288740184729,-2.850617899800323,2.591200574612,1.5730351377557001,0.48486928732175305,0.9884325961425412,-1.356243554750491,-1.7620965636088757,2.001650919807857,-0.894190739212811,1,6012,0,1,1
-0.8907059532832808,-3.3513530990236102,2.989865862250584,-1.2598357719437037,-4.022775493068769,4.789412099310505,-0.5321024411117086,-4.86591836414867,-0.4985617716182096,-5.1192875158069935,1,12728,1,0,1
0.3139621806050932,-3.108855367201502,-0.2035329534509125,0.19520279524237427,-0.055174149253660154,0.9741510831819828,-6.617583763647874,1.0111916327253252,0.13306721462182658,2.4658257683635694,0,5177,0,0,0
