Train_ID,Score
7797,2.730649066506885e-05
9188,2.7024088012694847e-05
7771,2.647679502842948e-05
6988,2.118046540999785e-05
9810,2.072223196591949e-05
4878,1.9574075849959627e-05
304,1.845900078478735e-05
2361,1.84563596121734e-05
9240,1.8214234842162114e-05
8169,1.769276877894299e-05
8603,1.731354495859705e-05
10430,1.6573381799389608e-05
28,1.610730487300316e-05
7229,1.5692631677666213e-05
6128,1.5274934412445873e-05
6378,1.4820115211477969e-05
1706,1.4542581538989907e-05
1264,1.4360480236064177e-05
9231,1.4200708392309025e-05
10418,1.4199153156368993e-05
8961,1.399228267473518e-05
5400,1.381858464810648e-05
6404,1.3451118775265059e-05
4,1.3202761692809872e-05
6066,1.262603609575308e-05
234,1.2612881164386636e-05
10145,1.2533627341326792e-05
8015,1.1988448932243045e-05
1470,1.1810204796347534e-05
2711,1.1786162758653518e-05
7926,1.1734378858818673e-05
6189,1.1538946182554355e-05
9612,1.1462035672593629e-05
269,1.1327132142469054e-05
1454,1.0759231827250915e-05
42,1.0554528216744075e-05
2922,1.0460417342983419e-05
8372,1.0371278222010005e-05
74,1.0356889106333256e-05
46,1.0307154752808856e-05
8517,1.0290778845956083e-05
48,1.0203048532275716e-05
7919,1.008810477287625e-05
1531,9.983427389670396e-06
6538,9.91584829534986e-06
7040,9.791031516215298e-06
3640,9.7858001026907e-06
6465,9.727541055326583e-06
1540,9.499470252194442e-06
97,9.492816843703622e-06
1386,9.368555765831843e-06
119,9.337756182503654e-06
8746,9.31895874600741e-06
60,9.253340522263898e-06
5736,9.2183049673622e-06
2938,9.053348549059592e-06
317,8.980771326605463e-06
9371,8.817750313028228e-06
8432,8.73394401423866e-06
703,8.693831659911666e-06
6588,8.68991446623113e-06
7061,8.643936780572403e-06
7442,8.634692676423583e-06
7123,8.56584756547818e-06
6787,8.534041171515128e-06
133,8.527910722477827e-06
231,8.473312391288346e-06
734,8.461065590381622e-06
428,8.449959295830922e-06
10045,8.056113983911928e-06
8090,8.007573342183605e-06
37,7.994196039362578e-06
70,7.864689450798323e-06
1246,7.758828360238113e-06
709,7.733132179055247e-06
10399,7.703413075432763e-06
425,7.671282673982205e-06
1005,7.582357966384734e-06
51,7.554618605354335e-06
362,7.44010390008043e-06
2010,7.259383892233018e-06
9593,7.255257514771074e-06
479,7.220455245260382e-06
9661,7.193706323960214e-06
1729,7.182998842836241e-06
324,7.090695817169035e-06
422,7.018574933681521e-06
3147,7.006052101132809e-06
3470,6.8452632149273995e-06
161,6.815152119088452e-06
4551,6.788589189454797e-06
7213,6.657925268882536e-06
3525,6.62880211166339e-06
3474,6.4940327320073266e-06
9393,6.478382829300244e-06
2209,6.3524723827868e-06
8193,6.347360567815485e-06
6833,6.330573796731187e-06
1130,6.313935045909602e-06
1792,6.309317541308701e-06
1311,6.288762733674957e-06
329,6.275812665990088e-06
274,6.260150030357181e-06
336,6.1852947510487866e-06
1449,6.1833823110646335e-06
2618,6.169145535750431e-06
578,6.158940550449188e-06
7625,6.142314759927103e-06
9718,6.079827471694443e-06
3202,6.055349786038278e-06
52,6.015699455019785e-06
5816,6.013443226038362e-06
10396,5.8937296216754476e-06
96,5.873808504475164e-06
64,5.857678615939221e-06
1314,5.854240043845493e-06
