Train_ID,Score
6417,0.0001910224964376539
2674,0.00011053323396481574
6984,0.00010006519732996821
1205,9.824744483921677e-05
1567,9.716249769553542e-05
7510,9.69503162195906e-05
5264,9.625205711927265e-05
4747,9.450743527850136e-05
1686,9.17699362616986e-05
2169,8.88467620825395e-05
4701,8.750653069000691e-05
598,8.67251364979893e-05
2155,8.59905339893885e-05
7382,8.213167893700302e-05
7194,8.160705328918993e-05
3743,8.114472439046949e-05
301,8.091406198218465e-05
5699,8.041139517445117e-05
2135,8.025052375160158e-05
83,7.999534136615694e-05
8103,7.967418059706688e-05
510,7.906397513579577e-05
8180,7.821084000170231e-05
6046,7.735905819572508e-05
4959,7.690118218306452e-05
3218,7.687287143198773e-05
7238,7.645519508514553e-05
6346,7.644858851563185e-05
2575,7.558327342849225e-05
6994,7.555946649517864e-05
790,7.524245302192867e-05
4621,7.417054439429194e-05
92,7.408657984342426e-05
8060,7.384310447378084e-05
8466,7.380996248684824e-05
5711,7.36040819901973e-05
7107,7.287005428224802e-05
5478,7.268897024914622e-05
2075,7.266158354468644e-05
8033,7.243796426337212e-05
5137,7.242272840812802e-05
2983,7.238036050694063e-05
4636,7.219698454719037e-05
559,7.191489567048848e-05
4684,7.190943870227784e-05
5235,7.159532106015831e-05
2704,7.157702930271626e-05
4995,7.153658953029662e-05
4919,7.121140515664592e-05
6911,7.11835891706869e-05
5347,7.102265954017639e-05
5828,7.09495616320055e-05
8232,7.085894321789965e-05
7030,7.021290366537869e-05
4888,7.016732706688344e-05
3844,7.01032840879634e-05
4765,6.998973549343646e-05
720,6.992392445681617e-05
2239,6.962621409911662e-05
5040,6.960580503800884e-05
7711,6.935000419616699e-05
3210,6.913001197972335e-05
2567,6.894914986332878e-05
4398,6.88450236339122e-05
2945,6.880474393256009e-05
8067,6.86960993334651e-05
7209,6.848902194178663e-05
2769,6.813246000092477e-05
5342,6.797738024033606e-05
1409,6.745093560311943e-05
1197,6.738844240317121e-05
2654,6.726715218974277e-05
1160,6.721605313941836e-05
6521,6.693544855806977e-05
5303,6.692475290037692e-05
6373,6.686535198241472e-05
2043,6.682610546704382e-05
6961,6.679983926005661e-05
1193,6.66600390104577e-05
2775,6.645791290793568e-05
4003,6.631012365687639e-05
5445,6.624557136092335e-05
6719,6.621792999794707e-05
7553,6.614807352889329e-05
6018,6.611967546632513e-05
1655,6.608717376366258e-05
4842,6.582644709851593e-05
8016,6.562777707586065e-05
3885,6.558146560564637e-05
6497,6.54482064419426e-05
4730,6.533871055580676e-05
3788,6.532553379656747e-05
6352,6.528859375976026e-05
3640,6.521804607473314e-05
4936,6.51386180834379e-05
321,6.489863153547049e-05
3284,6.465990009019151e-05
4113,6.437480624299496e-05
6263,6.435545219574124e-05
3962,6.433772796299309e-05
8359,6.408373519661836e-05
4845,6.402756844181567e-05
2328,6.399501580744982e-05
6164,6.393803778337315e-05
5318,6.39034878986422e-05
7002,6.390340422512963e-05
3587,6.388595647877082e-05
1252,6.377362296916544e-05
6751,6.374517397489399e-05
2236,6.367343303281814e-05
1822,6.358105747494847e-05
4938,6.339492392726243e-05
7501,6.329535972326994e-05
2362,6.305942952167243e-05
7926,6.294469494605437e-05
2539,6.294377089943737e-05
2433,6.291278987191617e-05
609,6.283268885454163e-05
7897,6.280784873524681e-05
5587,6.278137880144641e-05
6256,6.274241604842246e-05
7899,6.272373138926923e-05
3555,6.267154822126031e-05
7575,6.262159877223894e-05
5157,6.261060480028391e-05
6700,6.258736539166421e-05
7168,6.247143028303981e-05
5714,6.231651059351861e-05
5470,6.230949293239973e-05
4439,6.216063411557116e-05
4926,6.21499348198995e-05
1838,6.21337749180384e-05
1301,6.209508865140378e-05
2172,6.203282464412041e-05
4470,6.195793685037643e-05
3476,6.195664900587872e-05
4809,6.192910950630903e-05
7055,6.192597356857732e-05
6082,6.192177534103394e-05
2667,6.177644536364824e-05
7381,6.17100959061645e-05
5066,6.16851684753783e-05
7188,6.16214529145509e-05
6974,6.16112956777215e-05
6405,6.160049815662205e-05
1495,6.152188871055841e-05
